,cluster,pair,gene_i,gene_j,prop_this_cluster,prop_not_cluster,sum_dist_cluster,sum_dist_not_cluster,avg_dist_cluster,avg_dist_not_cluster,med_dist_cluster,med_dist_not_cluster,prop_diff,n1,n2
89,cluster1,89,97,12601,0.894736842105263,0.379120879120879,17.4696885877778,-26.1416790777778,0.381930821666667,-0.151287132222222,0.459728647046783,-0.14125876995679,0.515615962984384,38,182
90,cluster1,90,103,2544,0.736842105263158,0.230769230769231,2.29926342666667,-48.9323631977778,0.0837757349999999,-0.192276274444445,0.0605069322807018,-0.265322024135802,0.506072874493927,38,182
91,cluster1,91,103,3358,0.789473684210526,0.225274725274725,3.05063859777778,-37.9227075311111,0.124346735555556,-0.179105645555555,0.0802799630994152,-0.205783754740741,0.564198958935801,38,182
92,cluster1,92,106,2544,0.815789473684211,0.236263736263736,3.90863774222222,-48.62082772,0.095821895,-0.203041862222222,0.102858887953216,-0.263527932895062,0.579525737420474,38,182
93,cluster1,93,106,11404,0.789473684210526,0.285714285714286,3.68293427444444,-20.0992982055556,0.125723296111111,-0.100193822222222,0.0969193230116959,-0.108572428611111,0.503759398496241,38,182
94,cluster1,94,113,4774,0.894736842105263,0.379120879120879,16.2968803077778,-30.6789286588888,0.398026247222225,-0.13276047944444,0.428865271257309,-0.168280361851852,0.515615962984384,38,182
95,cluster1,95,113,4901,0.736842105263158,0.225274725274725,7.60431040555554,-52.3316594444444,0.220617683333335,-0.232220575,0.200113431725146,-0.284303312641975,0.511567379988433,38,182
96,cluster1,96,113,7960,0.842105263157895,0.318681318681319,11.2936942411111,-32.7766390277778,0.180911630555555,-0.14383070777778,0.29720248002924,-0.178145139598765,0.523423944476576,38,182
97,cluster1,97,113,9525,0.684210526315789,0.181318681318681,9.5577800311111,-67.7200681433333,0.183148693888885,-0.346198050000005,0.251520527134503,-0.371449446932099,0.502891844997108,38,182
98,cluster1,98,119,8652,0.973684210526316,0.472527472527473,11.2438987433333,-2.29187960222221,0.23237627833333,-0.0152669116666649,0.295892072192983,-0.0123335460617283,0.501156737998843,38,182
99,cluster1,99,119,9458,0.842105263157895,0.291208791208791,8.30427193444444,-31.2806129744444,0.22804391666667,-0.167625801666665,0.218533471959064,-0.172294244160494,0.550896471949103,38,182
100,cluster1,100,119,10783,0.921052631578947,0.412087912087912,17.1303936211111,-8.4951289055555,0.454456905000005,-0.0828362288888849,0.450799832134503,-0.0453826257345676,0.508964719491035,38,182
101,cluster1,101,119,11660,0.657894736842105,0.0934065934065934,7.90321986666668,-85.12331152,0.0549669244444501,-0.47277401333333,0.207979470175439,-0.468841274037037,0.564488143435512,38,182
102,cluster1,102,126,306,0.842105263157895,0.32967032967033,8.48781723333333,-47.8781170444444,0.292926407222222,-0.173384143888889,0.223363611403509,-0.258010311672839,0.512434933487565,38,182
103,cluster1,103,127,2444,0.736842105263158,0.208791208791209,1.55340577666666,-14.0013253777778,0.0492324811111105,-0.0515053016666668,0.0408790993859648,-0.0753329550432098,0.528050896471949,38,182
104,cluster1,104,127,8199,0.657894736842105,0.0934065934065934,-1.46694320777778,-57.7997950055556,0.0205092711111112,-0.221152295,-0.0386037686257311,-0.313903684598765,0.564488143435512,38,182
105,cluster1,105,128,2234,0.868421052631579,0.32967032967033,6.03067414222222,-13.1848922688889,0.112128898888889,-0.0735100194444443,0.158701951111111,-0.0710076480987655,0.538750722961249,38,182
106,cluster1,106,128,2608,0.736842105263158,0.181318681318681,4.12449151666666,-68.0634324366667,0.144207069444445,-0.339477446666667,0.108539250438596,-0.370946223135803,0.555523423944477,38,182
107,cluster1,107,128,2851,0.684210526315789,0.175824175824176,4.99217418777777,-27.7364742111111,0.0967190588888893,-0.151089763333334,0.13137300494152,-0.150531519030864,0.508386350491614,38,182
108,cluster1,108,130,2272,0.184210526315789,0.769230769230769,-5.53219719000002,26.3800335344445,-0.119223575000002,0.177239881111113,-0.145584136578948,0.148539352728395,-0.58502024291498,38,182
109,cluster1,109,130,2767,0.105263157894737,0.615384615384615,-11.4826311422222,4.88322730444448,-0.251946611666667,0.0676963216666621,-0.302174503742689,0.029576295314815,-0.510121457489879,38,182
110,cluster1,110,130,7412,0.210526315789474,0.802197802197802,-5.89658755666667,32.0692673355556,-0.128725032777778,0.17744804,-0.155173356754386,0.176586236246914,-0.591671486408329,38,182
111,cluster1,111,130,8976,0.263157894736842,0.769230769230769,-5.10202247999998,34.0460583811111,-0.123494635,0.192996061666669,-0.134263749473684,0.187221138290124,-0.506072874493927,38,182
112,cluster1,112,130,9304,0.0789473684210526,0.67032967032967,-8.88201774444447,17.2664840111111,-0.21165542,0.110991202777778,-0.233737309064328,0.0949309375000001,-0.591382301908618,38,182
113,cluster1,113,130,9459,0.210526315789474,0.747252747252747,-6.56104806555558,30.7414550111111,-0.114423462777777,0.15977663444444,-0.172659159619884,0.168715229228395,-0.536726431463274,38,182
114,cluster1,114,130,11812,0.157894736842105,0.730769230769231,-5.02750343333335,24.89254259,-0.131106195,0.141774202777779,-0.132302721929825,0.136801434469136,-0.572874493927126,38,182
115,cluster1,115,138,278,0.157894736842105,0.659340659340659,-12.1535276266667,7.95646834777777,-0.138213091666667,0.0589453383333333,-0.319829674385965,0.0458976532407407,-0.501445922498554,38,182
116,cluster1,116,143,5169,0.184210526315789,0.697802197802198,-2.71661813333333,29.3632673266667,-0.0628666888888888,0.0716897705555555,-0.071489950877193,0.158608061222222,-0.513591671486408,38,182
117,cluster1,117,145,12591,0.157894736842105,0.686813186813187,-5.93334579666666,14.7787630988889,-0.12422935,0.0793554222222226,-0.156140678859649,0.0806216919814815,-0.528918449971082,38,182
118,cluster1,118,150,2544,0.842105263157895,0.318681318681319,6.15904086873016,-35.8113139959524,0.150168126507936,-0.124241470277777,0.16208002286132,-0.192560680402998,0.523423944476576,38,182
119,cluster1,119,152,12140,0.184210526315789,0.71978021978022,-7.69921822222223,19.95861115,-0.107709664444444,0.116199091666666,-0.202611005847953,0.109918400808642,-0.53556969346443,38,182
120,cluster1,120,155,10299,0.157894736842105,0.681318681318681,-7.24304342888889,34.2352397844445,-0.189690323333334,0.124747194444445,-0.190606406023392,0.18823516812963,-0.523423944476576,38,182
121,cluster1,121,163,1920,0.105263157894737,0.626373626373626,-18.0993921355555,24.9099616133334,-0.493377983888885,0.114534160555555,-0.476299793040936,0.138783681827161,-0.52111046847889,38,182
122,cluster1,122,165,3358,0.684210526315789,0.175824175824176,-0.0253061144444445,-53.0851334811111,0.0284622116666666,-0.233599447222222,-0.000665950380116961,-0.288297478061728,0.508386350491614,38,182
123,cluster1,123,165,8199,0.736842105263158,0.236263736263736,-0.314323637777778,-47.7955618855556,0.0474193405555558,-0.189419418888889,-0.00827167467836257,-0.259180174240741,0.500578368999422,38,182
124,cluster1,124,171,7309,0.815789473684211,0.302197802197802,7.50100044000001,-29.5725794666667,0.133152522222223,-0.119076820555555,0.197394748421053,-0.159562443037037,0.513591671486408,38,182
125,cluster1,125,174,2871,0.184210526315789,0.692307692307692,-6.69594718222222,20.13574575,-0.159766340555555,0.085023045555556,-0.176209136374269,0.10869421995679,-0.508097165991903,38,182
126,cluster1,126,174,7166,0.263157894736842,0.763736263736264,-3.0309715211111,31.3422488811111,-0.141262042777777,0.152258856666666,-0.0797624084502922,0.169228014339506,-0.500578368999422,38,182
127,cluster1,127,183,4533,0.736842105263158,0.197802197802198,6.84122659333332,-56.0616761055555,0.219823569444447,-0.282724107222224,0.18003227877193,-0.306592604271605,0.53903990746096,38,182
128,cluster1,128,186,314,0.263157894736842,0.763736263736264,-5.03380647777778,27.4764970688889,-0.124022216666667,0.154825789444445,-0.132468591520468,0.150951860493827,-0.500578368999422,38,182
129,cluster1,129,186,2726,0.236842105263158,0.774725274725275,-3.12082608444445,27.4784427111111,-0.045581345,0.137282995,-0.0821270022222223,0.150176851765432,-0.537883169462117,38,182
130,cluster1,130,188,2101,0.868421052631579,0.351648351648352,16.9033944766666,-32.4047030233333,0.396785950555555,-0.151503528888885,0.444826170438595,-0.177689292246914,0.516772700983227,38,182
131,cluster1,131,188,5221,0.921052631578947,0.395604395604396,23.6317320622222,-25.6220831322222,0.51421102777778,-0.126324670555555,0.621887685847953,-0.139156955876543,0.525448235974552,38,182
132,cluster1,132,188,7290,0.789473684210526,0.28021978021978,11.06733674,-47.0829622122222,0.236736688888885,-0.210102897777775,0.29124570368421,-0.257487181438271,0.509253903990746,38,182
133,cluster1,133,197,2741,0.105263157894737,0.615384615384615,-10.7803453555556,23.6927740588889,-0.30367915888889,0.0763857266666665,-0.28369329883041,0.12628460095679,-0.510121457489879,38,182
134,cluster1,134,197,8189,0.184210526315789,0.725274725274725,-6.31552450444445,29.8887579822222,-0.181413497777778,0.120248157222222,-0.166198013274854,0.163463299234568,-0.541064198958936,38,182
135,cluster1,135,197,10299,0.105263157894737,0.648351648351648,-9.27739425777778,25.0864491366667,-0.213310125555556,0.139486999999999,-0.244141954152047,0.136819582222222,-0.543088490456912,38,182
136,cluster1,136,197,10397,0.157894736842105,0.659340659340659,-9.29418497777778,28.3412987,-0.233482060555554,0.133679994444445,-0.244583815204678,0.154531717382716,-0.501445922498554,38,182
137,cluster1,137,201,3017,0.815789473684211,0.307692307692308,12.1665252588889,-28.5385819666666,0.227832606666664,-0.177037954444444,0.320171717339181,-0.155563780993827,0.508097165991903,38,182
138,cluster1,138,201,3396,0.815789473684211,0.285714285714286,5.42456193999997,-28.9538964755555,0.116231870555558,-0.11866465833333,0.142751629999999,-0.157244266283951,0.530075187969925,38,182
139,cluster1,139,202,306,0.684210526315789,0.175824175824176,3.91320144666667,-81.1710334233333,0.179765925555556,-0.383670753333333,0.102978985438597,-0.443245296524691,0.508386350491614,38,182
140,cluster1,140,207,1105,0.263157894736842,0.774725274725275,-4.10229744920634,30.228445802381,-0.147715751269841,0.16024222,-0.107955196031746,0.165988381042769,-0.511567379988433,38,182
141,cluster1,141,212,278,0.184210526315789,0.725274725274725,-12.1723540622222,16.9800463944444,-0.171448778333333,0.0898838794444445,-0.320325106900585,0.0946871190925926,-0.541064198958936,38,182
142,cluster1,142,215,5938,0.157894736842105,0.659340659340659,-9.61436402555557,26.2730429366667,-0.10394426277778,0.139283344444443,-0.253009579619884,0.142490179209877,-0.501445922498554,38,182
143,cluster1,143,221,4458,0.289473684210526,0.818681318681319,-5.70981462111112,62.3780548522222,-0.148303998333333,0.338248955,-0.150258279502924,0.343458455030864,-0.529207634470792,38,182
