,cluster,pair,gene_i,gene_j,prop_this_cluster,prop_not_cluster,sum_dist_cluster,sum_dist_not_cluster,avg_dist_cluster,avg_dist_not_cluster,med_dist_cluster,med_dist_not_cluster,prop_diff,n1,n2
1,cluster2,1,2,10770,0.211764705882353,0.718518518518519,-22.33572728,22.2411662511111,-0.212401925555556,0.179646851111111,-0.262773262117647,0.163957037059315,-0.506753812636166,85,135
2,cluster2,2,9,3538,0.341176470588235,0.851851851851852,-14.8178387644444,30.3200118344445,-0.124429372222222,0.226571244444444,-0.174327514875817,0.229250546081871,-0.510675381263617,85,135
3,cluster2,3,14,1448,0.282352941176471,0.814814814814815,-8.67664563555554,28.9844936288889,-0.109797896666667,0.184301255555555,-0.102078183947712,0.21893060380117,-0.532461873638344,85,135
4,cluster2,4,14,1937,0.329411764705882,0.918518518518519,-15.4687987766667,46.4711427477778,-0.13691793,0.346752628888889,-0.181985867960784,0.347093472915622,-0.589106753812636,85,135
5,cluster2,5,14,2628,0.247058823529412,0.762962962962963,-13.1228244177778,31.11275769,-0.14698146,0.25980076444444,-0.154386169620915,0.230491326908939,-0.515904139433551,85,135
6,cluster2,6,14,2881,0.2,0.703703703703704,-17.3108321622222,15.0727706333333,-0.224569023333333,0.0962508222222198,-0.20365684896732,0.112206911353383,-0.503703703703704,85,135
7,cluster2,7,14,3369,0.235294117647059,0.814814814814815,-15.19424131,32.07556256,-0.163164815555556,0.265783104444444,-0.178755780117647,0.241356131662489,-0.579520697167756,85,135
8,cluster2,8,14,4795,0.376470588235294,0.881481481481482,-9.69562665652777,51.3967373765278,-0.068353654305556,0.40203421847222,-0.11406619595915,0.383807987077068,-0.505010893246187,85,135
9,cluster2,9,14,5033,0.270588235294118,0.785185185185185,-14.4354870555556,34.1923458766666,-0.20778330888889,0.298690469999999,-0.169829259477124,0.251517362731829,-0.514596949891068,85,135
10,cluster2,10,14,5035,0.141176470588235,0.733333333333333,-29.7684421377778,32.2736618266666,-0.291173487777778,0.32898119666667,-0.350216966326797,0.250174935680869,-0.592156862745098,85,135
11,cluster2,11,14,5125,0.105882352941176,0.614814814814815,-47.3792614411111,13.0756927888889,-0.54742456,0.131919023333334,-0.557403075777778,0.105080294101921,-0.508932461873638,85,135
