Label,Accuracy,Sensitivity,Specificity,Precision,F1
cluster1,0.8345323741007195,0.8536585365853658,0.9183673469387755,0.813953488372093,0.8333333332833617
cluster2,0.8345323741007195,0.7083333333333334,0.9217391304347826,0.6538461538461539,0.67999999995008
cluster3,0.8345323741007195,0.7857142857142857,1,1,0.8799999999507201
cluster4,0.8345323741007195,0.8,0.9915966386554622,0.9411764705882353,0.8648648648151935
cluster5,0.8345323741007195,0.925,0.9494949494949495,0.8809523809523809,0.9024390243402737
Average,0.8345323741007195,0.814541231126597,0.956239613104794,0.8579856987517727,0.8321274444679257
