,cluster,pair,gene_i,gene_j,prop_this_cluster,prop_not_cluster,dist_ij_cluster,dist_ij_not_cluster,prop_diff
115,cluster5,115,2608,4824,0.875,0.212121212121212,15.6102094477778,-16.8738672122222,0.662878787878788
116,cluster5,116,2608,7664,0.925,0.222222222222222,19.3551905922222,-40.6236504622222,0.702777777777778
117,cluster5,117,2608,9574,0.875,0.191919191919192,18.1741484222222,-34.6062850611111,0.683080808080808
118,cluster5,118,2642,12508,0.125,0.818181818181818,-10.72371836,23.5879249844445,-0.693181818181818
119,cluster5,119,2654,7333,0.125,0.808080808080808,-11.6625339444444,25.6620127911111,-0.683080808080808
120,cluster5,120,2655,3508,0.8,0.121212121212121,3.33578383333333,-18.7591936677778,0.678787878787879
121,cluster5,121,2668,7333,0.225,0.909090909090909,-8.80036429666665,37.6809111544444,-0.684090909090909
122,cluster5,122,2692,7333,0.125,0.818181818181818,-12.2364665844444,19.3329307888889,-0.693181818181818
123,cluster5,123,2710,7520,0.175,0.848484848484849,-7.87920482666665,21.8590104033333,-0.673484848484849
124,cluster5,124,2718,7333,0.1,0.808080808080808,-18.4532459733333,21.4190927933333,-0.708080808080808
125,cluster5,125,2732,7333,0.125,0.858585858585859,-10.2718426966667,28.2622728566667,-0.733585858585859
126,cluster5,126,2733,7885,0.125,0.787878787878788,-32.0197573188889,16.3671228855555,-0.662878787878788
127,cluster5,127,2737,7333,0.05,0.727272727272727,-16.4695553766667,13.3464964766667,-0.677272727272727
128,cluster5,128,2740,10897,0.025,0.696969696969697,-10.5083240833333,10.2111425555556,-0.671969696969697
129,cluster5,129,2748,7333,0.175,0.838383838383838,-12.8437744511111,22.8307320644445,-0.663383838383838
130,cluster5,130,2773,7333,0.175,0.888888888888889,-8.14835764333333,34.8060669166667,-0.713888888888889
131,cluster5,131,2803,3658,0.15,0.818181818181818,-12.2322800566667,15.0733573344444,-0.668181818181818
132,cluster5,132,2803,7333,0,0.707070707070707,-20.01610609,12.0965937833333,-0.707070707070707
133,cluster5,133,2804,12508,0.15,0.818181818181818,-12.1415974011111,25.2279965,-0.668181818181818
134,cluster5,134,2843,7333,0.075,0.797979797979798,-16.4143319766667,16.0992554977778,-0.722979797979798
135,cluster5,135,2906,12508,0.1,0.808080808080808,-16.2544601377778,24.6152685877778,-0.708080808080808
136,cluster5,136,2926,12508,0.175,0.868686868686869,-11.1391273055556,34.3219314344445,-0.693686868686869
137,cluster5,137,2986,7520,0.125,0.797979797979798,-14.1359269544444,20.3524486033334,-0.672979797979798
138,cluster5,138,3004,7520,0.025,0.696969696969697,-18.3398034122222,9.24329641222222,-0.671969696969697
139,cluster5,139,3030,7333,0.15,0.868686868686869,-10.7656979888889,26.3916179222222,-0.718686868686869
140,cluster5,140,3041,7333,0.15,0.858585858585859,-15.8589227477778,20.7753354688889,-0.708585858585859
141,cluster5,141,3138,7333,0.05,0.737373737373737,-17.7327979288889,12.1899465611111,-0.687373737373737
142,cluster5,142,3186,7333,0.1,0.767676767676768,-14.5198582322222,19.2341533644444,-0.667676767676768
143,cluster5,143,3226,7885,0.075,0.747474747474748,-27.7909387877778,7.3439324311111,-0.672474747474748
144,cluster5,144,3273,7520,0.1,0.777777777777778,-14.0831168722222,24.3220744377778,-0.677777777777778
145,cluster5,145,3280,7333,0.125,0.797979797979798,-16.0938562,25.88817575,-0.672979797979798
146,cluster5,146,3294,7520,0.175,0.858585858585859,-8.96922116333332,32.1405901088889,-0.683585858585859
147,cluster5,147,3296,7885,0.1,0.777777777777778,-28.86259706,8.44080094666666,-0.677777777777778
148,cluster5,148,3305,7333,0.125,0.858585858585859,-12.2581574569048,23.2332557542857,-0.733585858585859
149,cluster5,149,3334,7885,0.075,0.747474747474748,-29.5047434888889,8.86914604777777,-0.672474747474748
150,cluster5,150,3395,7520,0.1,0.808080808080808,-11.3611237811111,19.6851021511111,-0.708080808080808
151,cluster5,151,3407,7333,0.125,0.808080808080808,-14.0999141644444,23.8061512433333,-0.683080808080808
152,cluster5,152,3436,5992,0.175,0.848484848484849,-11.79272329,40.8431086666667,-0.673484848484849
153,cluster5,153,3465,7520,0.05,0.767676767676768,-15.9537693244444,18.9069028255555,-0.717676767676768
154,cluster5,154,3538,4760,0.85,0.181818181818182,8.08279648555557,-23.1560472933333,0.668181818181818
155,cluster5,155,3538,10309,0.875,0.191919191919192,11.9210531366667,-16.9667013877778,0.683080808080808
156,cluster5,156,3538,11242,0.9,0.222222222222222,10.2836130244445,-18.2203162977778,0.677777777777778
157,cluster5,157,3538,11801,0.875,0.212121212121212,7.93925491000001,-18.2029468122222,0.662878787878788
158,cluster5,158,3538,12033,0.875,0.181818181818182,10.5935331581746,-17.700906867619,0.693181818181818
159,cluster5,159,3578,7520,0.15,0.858585858585859,-8.41286879666667,34.2307367044445,-0.708585858585859
160,cluster5,160,3605,7333,0.125,0.828282828282828,-9.52494337333332,21.4943677322222,-0.703282828282828
161,cluster5,161,3652,7333,0.05,0.717171717171717,-17.9851659522222,9.77008862333333,-0.667171717171717
162,cluster5,162,3658,3882,0.775,0.111111111111111,11.55788759,-23.8771345055556,0.663888888888889
163,cluster5,163,3658,4231,0.9,0.202020202020202,12.1599271788889,-13.0494278522222,0.697979797979798
164,cluster5,164,3658,5436,0.825,0.161616161616162,11.7596817422222,-21.7976102277778,0.663383838383838
165,cluster5,165,3658,6028,0.875,0.191919191919192,10.2821570433333,-18.5363438688889,0.683080808080808
166,cluster5,166,3658,6717,0.9,0.181818181818182,11.83848241,-16.9462949033333,0.718181818181818
167,cluster5,167,3658,7345,0.9,0.232323232323232,12.54693404,-10.9599821966667,0.667676767676768
168,cluster5,168,3658,7810,0.875,0.191919191919192,11.3290575455556,-12.6942775666667,0.683080808080808
169,cluster5,169,3658,7882,0.825,0.161616161616162,11.3685291544444,-19.6545608366667,0.663383838383838
170,cluster5,170,3658,8821,0.925,0.191919191919192,13.6706979033333,-13.7024949922222,0.733080808080808
171,cluster5,171,3658,9061,0.825,0.151515151515152,11.7406254022222,-17.9353927777778,0.673484848484848
172,cluster5,172,3658,10220,0.85,0.151515151515152,11.7797473688889,-14.8950596322222,0.698484848484848
173,cluster5,173,3658,10429,0.875,0.212121212121212,12.0179500822222,-17.2404301922222,0.662878787878788
174,cluster5,174,3658,10440,0.85,0.181818181818182,11.2815263733333,-11.3716338144445,0.668181818181818
175,cluster5,175,3658,10729,0.925,0.262626262626263,15.2963030966667,-6.87719852222223,0.662373737373737
176,cluster5,176,3658,11016,0.825,0.151515151515152,9.26483925888889,-13.8870034922222,0.673484848484848
177,cluster5,177,3660,7520,0.125,0.858585858585859,-10.2580765922222,33.2590052533333,-0.733585858585859
178,cluster5,178,3709,7333,0.1,0.787878787878788,-12.6602172188889,19.8200476133333,-0.687878787878788
179,cluster5,179,3724,7520,0.1,0.777777777777778,-9.47416355555557,20.3506701366667,-0.677777777777778
180,cluster5,180,3727,12508,0.125,0.888888888888889,-11.1145703744445,38.7360461844445,-0.763888888888889
181,cluster5,181,3728,7333,0.125,0.838383838383838,-12.7010215644444,28.72502841,-0.713383838383838
182,cluster5,182,3730,7885,0.075,0.808080808080808,-25.1742736566667,9.03037656777777,-0.733080808080808
183,cluster5,183,3790,7333,0.175,0.838383838383838,-12.1265724244444,28.9287502511111,-0.663383838383838
184,cluster5,184,3807,7333,0.1,0.808080808080808,-17.1712611222222,25.9763731511111,-0.708080808080808
185,cluster5,185,3836,7333,0.125,0.797979797979798,-15.3350246555555,15.4256213366667,-0.672979797979798
186,cluster5,186,3842,7333,0.05,0.737373737373737,-14.1259720522222,12.8522959477778,-0.687373737373737
187,cluster5,187,3855,4442,0.85,0.181818181818182,4.14998228920635,-21.6638754619048,0.668181818181818
188,cluster5,188,3861,3882,0.9,0.232323232323232,8.15374907222222,-10.8952696166667,0.667676767676768
189,cluster5,189,3865,7333,0.025,0.686868686868687,-20.4464934711111,9.53964395777778,-0.661868686868687
190,cluster5,190,3879,7333,0.1,0.848484848484849,-13.7799189504762,23.5046898657143,-0.748484848484849
191,cluster5,191,3882,5838,0.075,0.797979797979798,-9.37432888,18.5770703688889,-0.722979797979798
192,cluster5,192,3882,5923,0.225,0.898989898989899,-9.99759046444444,27.7684854577778,-0.673989898989899
193,cluster5,193,3882,7333,0.1,0.797979797979798,-19.3417136233333,20.9003709544444,-0.697979797979798
194,cluster5,194,3882,9727,0.2,0.888888888888889,-6.92237483555555,20.8905335244444,-0.688888888888889
195,cluster5,195,4026,7333,0.2,0.868686868686869,-11.1178022544444,28.2162528388889,-0.668686868686869
196,cluster5,196,4046,7333,0.1,0.767676767676768,-17.2535818655555,17.4125092611111,-0.667676767676768
197,cluster5,197,4053,9826,0.2,0.868686868686869,-8.3973276177778,23.8053766744445,-0.668686868686869
198,cluster5,198,4059,7520,0.175,0.848484848484849,-7.16763867444444,33.7251412511111,-0.673484848484849
199,cluster5,199,4063,7520,0.15,0.838383838383838,-6.89884855111109,24.8837350633333,-0.688383838383838
200,cluster5,200,4070,7885,0.175,0.838383838383838,-23.6109928,17.5149891122222,-0.663383838383838
201,cluster5,201,4141,7520,0.125,0.808080808080808,-10.8172106444444,28.6996917488889,-0.683080808080808
202,cluster5,202,4160,8629,0.925,0.262626262626263,9.14836165865079,-27.9625226077778,0.662373737373737
203,cluster5,203,4186,11924,0.825,0.121212121212121,3.52812991777778,-11.0608168655556,0.703787878787879
204,cluster5,204,4199,7333,0.025,0.787878787878788,-20.12890633,15.76771678,-0.762878787878788
205,cluster5,205,4205,7520,0.125,0.787878787878788,-11.5104796344445,21.4709980411111,-0.662878787878788
206,cluster5,206,4236,7520,0.075,0.747474747474748,-13.0858328888889,15.0460922544444,-0.672474747474748
207,cluster5,207,4248,7333,0.175,0.838383838383838,-14.355129632619,30.0280607421429,-0.663383838383838
208,cluster5,208,4257,7333,0.125,0.838383838383838,-13.4698546477778,19.56749211,-0.713383838383838
209,cluster5,209,4329,5838,0.125,0.818181818181818,-8.42909093222222,15.82885264,-0.693181818181818
210,cluster5,210,4359,7333,0.05,0.717171717171717,-19.5450982522222,13.23811505,-0.667171717171717
211,cluster5,211,4414,7333,0.175,0.868686868686869,-12.1524218677778,23.5635919788889,-0.693686868686869
212,cluster5,212,4442,5288,0.225,0.898989898989899,-5.06844101587302,22.816926914127,-0.673989898989899
213,cluster5,213,4442,7885,0.1,0.787878787878788,-31.9534257114286,16.0086020296825,-0.687878787878788
214,cluster5,214,4442,8126,0.05,0.747474747474748,-8.12122374142857,12.5427296507936,-0.697474747474747
215,cluster5,215,4634,5478,0.85,0.151515151515152,25.5820998166667,-65.74094555,0.698484848484848
216,cluster5,216,4634,5713,0.975,0.313131313131313,40.3237639222222,-32.8746743955555,0.661868686868687
217,cluster5,217,4634,7617,0.95,0.262626262626263,33.5705614322222,-37.84783142,0.687373737373737
218,cluster5,218,4634,12186,0.95,0.262626262626263,40.52555196,-28.7100401255556,0.687373737373737
219,cluster5,219,4639,7520,0.175,0.868686868686869,-7.55123793333333,28.1761153988889,-0.693686868686869
220,cluster5,220,4666,7333,0.075,0.828282828282828,-16.6888950579487,15.9860188823077,-0.753282828282828
221,cluster5,221,4760,7333,0.15,0.848484848484849,-13.71024498,29.68159465,-0.698484848484848
222,cluster5,222,4848,6559,0.15,0.878787878787879,-7.91728124531746,19.4497122469048,-0.728787878787879
223,cluster5,223,4848,7333,0.1,0.858585858585859,-13.9470239497619,23.6579375435714,-0.758585858585859
224,cluster5,224,4854,7333,0.1,0.828282828282828,-10.8293372666667,23.7790453411111,-0.728282828282828
225,cluster5,225,4856,7885,0.175,0.868686868686869,-20.27397994,20.0905502355556,-0.693686868686869
226,cluster5,226,4861,7333,0.2,0.909090909090909,-8.5945810111111,34.2280701,-0.709090909090909
227,cluster5,227,4873,12508,0.075,0.737373737373737,-20.4495261061905,18.2555321764286,-0.662373737373737
228,cluster5,228,4984,10729,0.85,0.171717171717172,3.53586701111111,-7.91166817555556,0.678282828282828
229,cluster5,229,5003,7333,0.025,0.787878787878788,-16.5597056477778,15.5029781833333,-0.762878787878788
230,cluster5,230,5007,7885,0.075,0.777777777777778,-29.0083565888889,6.09094991444444,-0.702777777777778
231,cluster5,231,5065,7333,0.1,0.767676767676768,-13.4747787577778,17.0619930544444,-0.667676767676768
232,cluster5,232,5081,7333,0.05,0.757575757575758,-12.6011913955555,15.8033802322222,-0.707575757575758
233,cluster5,233,5184,12508,0.05,0.757575757575758,-20.76004433,16.8360535888889,-0.707575757575758
234,cluster5,234,5236,7885,0.15,0.848484848484849,-21.5735849977778,25.8357707922222,-0.698484848484848
235,cluster5,235,5250,7885,0.075,0.777777777777778,-32.4069311388889,9.56085223888888,-0.702777777777778
236,cluster5,236,5253,8888,0.85,0.161616161616162,14.4275002333333,-41.9609740722222,0.688383838383838
237,cluster5,237,5253,11261,0.875,0.202020202020202,13.7617860466666,-29.8699964455556,0.672979797979798
238,cluster5,238,5283,7333,0,0.666666666666667,-20.0453009966667,4.54265368666667,-0.666666666666667
239,cluster5,239,5291,12508,0.075,0.767676767676768,-19.9674064488889,23.3081304655556,-0.692676767676768
240,cluster5,240,5311,7563,0.9,0.232323232323232,4.17914913666667,-7.38479435666667,0.667676767676768
241,cluster5,241,5342,7520,0.175,0.858585858585859,-7.61043787555559,33.1222515333333,-0.683585858585859
242,cluster5,242,5348,7333,0.125,0.797979797979798,-19.7030992322222,30.9053762955556,-0.672979797979798
243,cluster5,243,5400,7520,0.075,0.757575757575758,-12.1988942066667,19.3662762044444,-0.682575757575758
244,cluster5,244,5436,6559,0.075,0.747474747474748,-13.5137650711111,14.61262138,-0.672474747474748
245,cluster5,245,5436,7333,0.05,0.787878787878788,-19.5435077755555,18.8208466766667,-0.737878787878788
246,cluster5,246,5453,7520,0.075,0.757575757575758,-15.99289319,18.7520494077778,-0.682575757575758
247,cluster5,247,5453,9826,0.1,0.797979797979798,-12.9365942688889,16.7389896844444,-0.697979797979798
248,cluster5,248,5461,5992,0.15,0.909090909090909,-15.69523707,39.1023376322222,-0.759090909090909
249,cluster5,249,5461,7520,0.1,0.797979797979798,-15.6396905277778,22.3161074666667,-0.697979797979798
250,cluster5,250,5462,7333,0.075,0.767676767676768,-19.3582975455555,37.0383433533333,-0.692676767676768
251,cluster5,251,5462,11725,0.175,0.919191919191919,-5.49749529555555,35.5715217588889,-0.744191919191919
252,cluster5,252,5517,9252,0.075,0.757575757575758,-12.43842372,28.7526436666666,-0.682575757575758
253,cluster5,253,5526,7520,0.15,0.818181818181818,-9.86951442777777,20.5371737955556,-0.668181818181818
254,cluster5,254,5607,6935,0.125,0.838383838383838,-23.4672399911111,53.3824576655555,-0.713383838383838
255,cluster5,255,5640,7333,0.1,0.848484848484849,-15.4563685744444,18.7210475777778,-0.748484848484849
256,cluster5,256,5718,7333,0.2,0.898989898989899,-9.38904682777777,30.4778113277778,-0.698989898989899
257,cluster5,257,5770,6626,0.875,0.171717171717172,22.5176054344444,-39.4964014744444,0.703282828282828
258,cluster5,258,5795,7520,0.175,0.878787878787879,-10.4628037511111,21.7116586533333,-0.703787878787879
259,cluster5,259,5838,8756,0.975,0.292929292929293,11.0231124277778,-8.57407142777778,0.682070707070707
260,cluster5,260,5838,10091,0.9,0.232323232323232,7.81104887714286,-17.5644886815873,0.667676767676768
261,cluster5,261,5838,10346,0.775,0.111111111111111,6.19887975777778,-20.5529899811111,0.663888888888889
262,cluster5,262,5838,10382,0.825,0.0909090909090909,5.06535760666667,-21.4094152533333,0.734090909090909
263,cluster5,263,5838,10616,0.875,0.191919191919192,7.92701332777778,-12.4134973344444,0.683080808080808
264,cluster5,264,5838,11932,0.925,0.252525252525253,7.9920636,-13.1121837911111,0.672474747474747
265,cluster5,265,5838,12033,0.825,0.131313131313131,6.25359690928572,-21.9031536387302,0.693686868686869
