,cluster,pair,gene_i,gene_j,prop_this_cluster,prop_not_cluster,dist_ij_cluster,dist_ij_not_cluster,prop_diff
1,cluster1,1,122,842,0.780487804878049,0.0918367346938776,6.60954906444445,-74.00453159,0.688651070184171
2,cluster1,2,166,1787,0.878048780487805,0.204081632653061,10.2876033477778,-67.8933106777778,0.673967147834744
3,cluster1,3,193,842,0.902439024390244,0.214285714285714,16.5973962166667,-48.0550716011111,0.68815331010453
4,cluster1,4,211,842,0.926829268292683,0.23469387755102,17.9132995588889,-49.86059596,0.692135390741663
5,cluster1,5,292,842,0.878048780487805,0.193877551020408,17.7750150833333,-63.0919822677778,0.684171229467397
6,cluster1,6,301,11228,0.926829268292683,0.255102040816327,19.0212191933334,-23.9038590755555,0.671727227476356
7,cluster1,7,320,842,0.829268292682927,0.163265306122449,14.8821243455556,-59.7023596244444,0.666002986560478
8,cluster1,8,327,1512,0.829268292682927,0.163265306122449,18.4392458733333,-58.4115871155555,0.666002986560478
9,cluster1,9,344,842,0.878048780487805,0.204081632653061,14.6373958922222,-60.3945622333333,0.673967147834744
10,cluster1,10,348,842,0.780487804878049,0.0510204081632653,21.7721369377778,-80.9190558766667,0.729467396714784
11,cluster1,11,348,6935,0.780487804878049,0.112244897959184,22.4661363966667,-87.0477884311111,0.668242906918865
12,cluster1,12,366,11155,0.24390243902439,0.908163265306122,-7.82934026000001,30.2365630355556,-0.664260826281732
13,cluster1,13,414,842,0.853658536585366,0.163265306122449,12.5629834688889,-59.4065253522222,0.690393230462917
14,cluster1,14,445,1787,0.878048780487805,0.204081632653061,10.0919379833333,-74.4258534144444,0.673967147834744
15,cluster1,15,484,842,0.731707317073171,0.0714285714285714,2.90506437222222,-83.35516813,0.660278745644599
16,cluster1,16,485,842,0.829268292682927,0.142857142857143,10.7322228544444,-68.6820428844444,0.686411149825784
17,cluster1,17,491,774,0.804878048780488,0.142857142857143,15.1323824622222,-51.6290581144445,0.662020905923345
18,cluster1,18,491,842,1,0.285714285714286,35.8076717077778,-65.02020674,0.714285714285714
19,cluster1,19,491,922,0.902439024390244,0.204081632653061,21.35310927,-35.8631528055555,0.698357391737183
20,cluster1,20,491,945,0.926829268292683,0.26530612244898,31.6614252522222,-83.4017050755556,0.661523145843703
21,cluster1,21,491,1493,0.853658536585366,0.173469387755102,14.6802107066667,-33.5154040644445,0.680189148830264
22,cluster1,22,491,1787,1,0.326530612244898,45.8975395188889,-46.1397060433333,0.673469387755102
23,cluster1,23,491,2108,0.926829268292683,0.26530612244898,19.4059421922222,-19.5537784988889,0.661523145843703
24,cluster1,24,491,2283,0.804878048780488,0.142857142857143,13.9906771477778,-45.4867379455555,0.662020905923345
25,cluster1,25,491,3093,0.975609756097561,0.285714285714286,29.8447004211111,-28.8880884233333,0.689895470383275
26,cluster1,26,491,3521,0.804878048780488,0.122448979591837,10.3693310566667,-63.5904835766667,0.682429069188651
27,cluster1,27,491,3745,0.829268292682927,0.163265306122449,18.3046591511111,-36.74485032,0.666002986560478
28,cluster1,28,491,4088,0.902439024390244,0.23469387755102,27.2018395911111,-37.6776918244444,0.667745146839223
29,cluster1,29,491,4533,0.804878048780488,0.112244897959184,19.7611453222222,-62.4593552188889,0.692633150821304
30,cluster1,30,491,4767,1,0.326530612244898,38.1472177511111,-31.29115759,0.673469387755102
31,cluster1,31,491,4839,0.975609756097561,0.306122448979592,24.4857912833333,-16.4442189533333,0.669487307117969
32,cluster1,32,491,4876,0.951219512195122,0.275510204081633,26.4109980088889,-14.7685332433333,0.675709308113489
33,cluster1,33,491,5435,0.804878048780488,0.112244897959184,14.8319189566667,-46.5810736822222,0.692633150821304
34,cluster1,34,491,5438,0.853658536585366,0.173469387755102,19.4829808955555,-37.0971425044444,0.680189148830264
35,cluster1,35,491,5659,0.902439024390244,0.23469387755102,25.9044863333333,-57.7307594411111,0.667745146839223
36,cluster1,36,491,6148,0.926829268292683,0.173469387755102,21.80099776,-39.0536989966667,0.753359880537581
37,cluster1,37,491,7151,0.829268292682927,0.153061224489796,15.27317366,-32.6590730066666,0.676207068193131
38,cluster1,38,491,7363,0.878048780487805,0.193877551020408,16.6817357922222,-28.40883831,0.684171229467397
39,cluster1,39,491,7557,0.951219512195122,0.275510204081633,30.2679356533333,-18.2197525666667,0.675709308113489
40,cluster1,40,491,7634,0.926829268292683,0.244897959183673,22.3869335066667,-22.7019008433333,0.68193130910901
41,cluster1,41,491,7688,0.975609756097561,0.26530612244898,26.0038775277778,-22.7905073055555,0.710303633648581
42,cluster1,42,491,8308,0.853658536585366,0.173469387755102,14.8156597311111,-36.1336079855555,0.680189148830264
43,cluster1,43,491,8407,0.829268292682927,0.163265306122449,15.25930595,-25.8544764422222,0.666002986560478
44,cluster1,44,491,8650,0.926829268292683,0.153061224489796,22.83731598,-30.3967755988889,0.773768043802887
45,cluster1,45,491,8718,0.902439024390244,0.204081632653061,23.1768771166666,-24.22158887,0.698357391737183
46,cluster1,46,491,8755,0.853658536585366,0.163265306122449,17.2997892244444,-26.0500171677778,0.690393230462917
47,cluster1,47,491,8933,0.853658536585366,0.163265306122449,23.5102654333333,-46.2596271622222,0.690393230462917
48,cluster1,48,491,9085,0.853658536585366,0.13265306122449,20.9500655833333,-60.1436825855555,0.721005475360876
49,cluster1,49,491,9289,0.853658536585366,0.173469387755102,23.33217375,-88.67027855,0.680189148830264
50,cluster1,50,491,9380,0.853658536585366,0.183673469387755,17.0680262733333,-28.0713447044444,0.669985067197611
51,cluster1,51,491,10127,0.829268292682927,0.163265306122449,19.9752633988889,-43.4230057011111,0.666002986560478
52,cluster1,52,491,10490,0.902439024390244,0.193877551020408,16.3794418033333,-23.77183516,0.708561473369836
53,cluster1,53,491,10580,0.975609756097561,0.275510204081633,28.9056260888889,-35.43206561,0.700099552015928
