Label,Accuracy,Sensitivity,Specificity,Precision,F1
cluster1,0.8992805755395683,0.8780487804878049,0.9795918367346939,0.9473684210526315,0.9113924050133633
cluster2,0.8992805755395683,0.875,1,1,0.9333333332835555
cluster3,0.8992805755395683,0.8571428571428571,1,1,0.9230769230272189
cluster4,0.8992805755395683,0.8,0.9915966386554622,0.9411764705882353,0.8648648648151935
cluster5,0.8992805755395683,1,0.8888888888888888,0.7843137254901961,0.8791208790716097
Average,0.8992805755395683,0.8820383275261324,0.972015472855809,0.9345717234262125,0.9023576810421882
