,cluster,pair,gene_i,gene_j,prop_this_cluster,prop_not_cluster,sum_dist_cluster,sum_dist_not_cluster,avg_dist_cluster,avg_dist_not_cluster,med_dist_cluster,med_dist_not_cluster,prop_diff
24,cluster4,24,289,1638,0.05,0.764705882352941,-7.78472376777779,38.6578988355555,-0.280213850555557,0.24357875555555,-0.38923618838889,0.324856292735761,-0.714705882352941
25,cluster4,25,296,341,0.1,0.773109243697479,-6.37205068444444,16.4999013866667,-0.320416228333333,0.152469431111111,-0.318602534222222,0.138654633501401,-0.673109243697479
26,cluster4,26,296,5458,0.15,0.831932773109244,-3.73297745222222,33.1684117522222,-0.201421728333334,0.307845832222222,-0.186648872611111,0.278726149178338,-0.681932773109244
27,cluster4,27,299,11276,0.8,0.117647058823529,0.744889976666668,-33.6233018522222,0.0484325633333335,-0.29667368,0.0372444988333334,-0.282548755060691,0.682352941176471
28,cluster4,28,315,5874,0.05,0.714285714285714,-8.12448434444445,25.9411673088889,-0.321401011666669,0.233316312222222,-0.406224217222222,0.217993002595705,-0.664285714285714
29,cluster4,29,318,4681,0.25,0.949579831932773,-4.49893949222223,45.3275827522222,-0.143073398333333,0.347945467777778,-0.224946974611111,0.380904056741363,-0.699579831932773
30,cluster4,30,327,6537,0.15,0.823529411764706,-7.00386420666667,56.1066753811111,-0.307531795000004,0.46671296,-0.350193210333333,0.47148466706816,-0.673529411764706
31,cluster4,31,327,7743,0.15,0.857142857142857,-8.29776969777778,61.0713847233333,-0.482226185555555,0.47275155777777,-0.414888484888889,0.513204913641456,-0.707142857142857
32,cluster4,32,341,2515,0.9,0.201680672268908,5.79161429,-9.87377290666667,0.282290553333333,-0.109314404444444,0.2895807145,-0.0829728815686274,0.698319327731092
33,cluster4,33,341,3861,0.9,0.218487394957983,6.06596810444444,-21.6126052777778,0.295381613888889,-0.164777253333333,0.303298405222222,-0.181618531746032,0.681512605042017
34,cluster4,34,341,9038,0.85,0.176470588235294,4.91792253888889,-22.4372998922222,0.147292460555555,-0.171206822222222,0.245896126944444,-0.188548738590103,0.673529411764706
35,cluster4,35,341,9729,0.85,0.142857142857143,4.47677192111111,-74.05145011,0.182654172222222,-0.515286481111111,0.223838596055556,-0.622281093361345,0.707142857142857
36,cluster4,36,341,10550,0.85,0.176470588235294,6.06184428222222,-21.5010662344444,0.313583933888888,-0.216136290000001,0.303092214111111,-0.180681228860878,0.673529411764706
37,cluster4,37,341,11108,0.9,0.235294117647059,5.75563259444445,-10.0371528255556,0.343342848333333,-0.12794501,0.287781629722222,-0.0843458220634921,0.664705882352941
38,cluster4,38,348,2510,0.1,0.823529411764706,-5.24253463777778,54.5266696144444,-0.211739421666667,0.321575018888889,-0.262126731888889,0.458207307684407,-0.723529411764706
39,cluster4,39,348,3272,0.15,0.815126050420168,-3.75876907444445,39.5970418555555,-0.214389815,0.269945946666667,-0.187938453722222,0.332748250887021,-0.665126050420168
40,cluster4,40,348,4681,0.25,0.92436974789916,-6.35297286,66.8193758855555,-0.224575268333333,0.405091852222222,-0.317648643,0.56150736038282,-0.67436974789916
41,cluster4,41,366,10860,0.15,0.815126050420168,-4.8468149,29.7801619377778,-0.246100463333334,0.291590143333334,-0.242340745,0.250253461661998,-0.665126050420168
42,cluster4,42,377,2510,0.3,0.974789915966387,-0.980245706666668,51.4080253155556,-0.062306465,0.454414264444445,-0.0490122853333334,0.432000212735761,-0.674789915966387
43,cluster4,43,387,5458,0.1,0.764705882352941,-4.64160279555556,18.5574438477778,-0.235670775555556,0.160911622222222,-0.232080139777778,0.155944906283847,-0.664705882352941
44,cluster4,44,388,6189,0.2,0.890756302521008,-5.12224432888889,14.6423412277778,-0.0704156333333333,0.130151465555556,-0.256112216444445,0.12304488426704,-0.690756302521008
45,cluster4,45,391,5458,0.15,0.848739495798319,-2.37420003444444,31.5824436555556,-0.154896448888889,0.311356985555555,-0.118710001722222,0.265398686181139,-0.698739495798319
46,cluster4,46,411,2395,0.85,0.184873949579832,8.40060268888889,-62.3111971444445,0.514275112222225,-0.37040734777778,0.420030134444444,-0.5236235054155,0.665126050420168
47,cluster4,47,415,8856,0.05,0.722689075630252,-9.14660099999999,19.0009541322222,-0.261109120555553,0.203250548888889,-0.45733005,0.159671883464052,-0.672689075630252
48,cluster4,48,416,10307,0.25,0.932773109243697,-2.75500790111111,48.5998814722222,-0.124016433333333,0.337268106666667,-0.137750395055556,0.408402365312792,-0.682773109243697
49,cluster4,49,433,10860,0.1,0.823529411764706,-6.45702972444445,34.93412829,-0.355257613333333,0.303923513333333,-0.322851486222222,0.293564103277311,-0.723529411764706
50,cluster4,50,438,10860,0.05,0.80672268907563,-7.14019511666667,27.0115113888889,-0.338484923888889,0.27394257,-0.357009755833333,0.226987490662932,-0.75672268907563
51,cluster4,51,445,5458,0.1,0.789915966386555,-3.52870593,28.5614310033333,-0.136500462777778,0.182684457777778,-0.1764352965,0.240012025238095,-0.689915966386555
52,cluster4,52,458,1587,0.1,0.781512605042017,-4.15525847444445,48.3527479088889,-0.182582547222225,0.36950003444445,-0.207762923722222,0.406325612679739,-0.681512605042017
53,cluster4,53,470,5152,0.05,0.722689075630252,-7.49328713777779,29.5177181811111,-0.324395594444445,0.29882319,-0.374664356888889,0.24804805194211,-0.672689075630252
54,cluster4,54,471,8234,0.1,0.773109243697479,-3.74320448666665,33.4154576677778,-0.117680834444444,0.24021698222222,-0.187160224333333,0.280802165275443,-0.673109243697479
55,cluster4,55,498,2510,0.05,0.773109243697479,-7.83521697,12.6369363677778,-0.277417978333333,0.118720612222222,-0.3917608485,0.106192742586368,-0.723109243697479
56,cluster4,56,498,8111,0.05,0.764705882352941,-2.72836516111111,12.5575393888889,-0.137028125555555,0.103245883333333,-0.136418258055556,0.1055255410831,-0.714705882352941
57,cluster4,57,504,10860,0,0.672268907563025,-9.39274942,8.92285736111111,-0.429329591111113,0.117651196666667,-0.469637471,0.0749819946311858,-0.672268907563025
58,cluster4,58,518,11830,0.05,0.747899159663866,-6.80924168777778,29.1795015388889,-0.28019976,0.248435717777778,-0.340462084388889,0.245205895284781,-0.697899159663866
59,cluster4,59,525,1942,0.15,0.815126050420168,-9.25447382888887,50.6413961977778,-0.292076845,0.412543933333338,-0.462723691444444,0.42555795124183,-0.665126050420168
60,cluster4,60,525,5152,0.1,0.789915966386555,-8.74700277888891,38.3174779855556,-0.396760316666669,0.37263453,-0.437350138944446,0.321995613323997,-0.689915966386555
61,cluster4,61,532,10307,0.1,0.781512605042017,-4.35161652777778,20.3386493044444,-0.272419906111111,0.15683325,-0.217580826388889,0.170913019365079,-0.681512605042017
62,cluster4,62,536,12528,1,0.302521008403361,3.18470009333333,-13.6009021022222,0.128981032777778,-0.096349091111111,0.159235004666667,-0.114293294976657,0.697478991596639
63,cluster4,63,548,5874,0.15,0.815126050420168,-4.62134440222223,37.9793916911111,-0.197292881111109,0.380964689999998,-0.231067220111111,0.319154552026144,-0.665126050420168
64,cluster4,64,559,3564,0.05,0.722689075630252,-7.46846140555558,31.0403230044444,-0.38876578722222,0.19110324,-0.373423070277779,0.260843050457516,-0.672689075630252
65,cluster4,65,559,11174,0.1,0.773109243697479,-7.47291156111113,55.3555899599999,-0.26971818222222,0.38369289111111,-0.373645578055556,0.465173024873949,-0.673109243697479
66,cluster4,66,595,9298,0.1,0.815126050420168,-5.35520373571429,18.7053924728571,-0.22828049436508,0.138337054920635,-0.267760186785715,0.157188172040816,-0.715126050420168
67,cluster4,67,601,10860,0,0.773109243697479,-7.86003867111112,26.0256541266667,-0.28943803388889,0.210766026666666,-0.393001933555556,0.218702975854342,-0.773109243697479
68,cluster4,68,613,6626,0,0.680672268907563,-9.39062812777777,17.7046299211111,-0.34237614722222,0.17252914,-0.469531406388889,0.148778402698413,-0.680672268907563
69,cluster4,69,619,6408,0.15,0.831932773109244,-2.15328404444444,34.3460136111111,-0.089714048888889,0.259673723333333,-0.107664202222222,0.288621963118581,-0.681932773109244
70,cluster4,70,619,9012,0.1,0.781512605042017,-6.10774251555555,35.9191939422222,-0.326696055555555,0.24321792,-0.305387125777778,0.301841965901027,-0.681512605042017
71,cluster4,71,619,12121,0.05,0.781512605042017,-10.7791742355556,35.8484840888889,-0.534797288888889,0.234388243333334,-0.538958711777778,0.301247765452848,-0.731512605042017
72,cluster4,72,626,2510,0.05,0.714285714285714,-7.80408248,9.00489608,-0.323699699444444,0.0981425344444445,-0.390204124,0.0756713956302521,-0.664285714285714
73,cluster4,73,636,9298,0.1,0.80672268907563,-5.77393823555556,16.9053113866667,-0.312405513888888,0.155737395555556,-0.288696911777778,0.14206144022409,-0.70672268907563
74,cluster4,74,644,10860,0.05,0.747899159663866,-7.59311227666667,19.0912454822222,-0.379320832222223,0.184296164444445,-0.379655613833333,0.160430634304388,-0.697899159663866
75,cluster4,75,655,2510,0.05,0.764705882352941,-6.81015101666667,10.4899489477778,-0.281453102222222,0.101548736666667,-0.340507550833334,0.0881508314939309,-0.714705882352941
76,cluster4,76,676,7743,0,0.697478991596639,-12.6535885044445,40.3117296966667,-0.550525447777779,0.311750916666666,-0.632679425222223,0.338754031064426,-0.697478991596639
77,cluster4,77,678,1584,0.9,0.218487394957983,4.11122985888889,-10.2922421911111,0.166757608888889,-0.0947255666666671,0.205561492944445,-0.0864894301774043,0.681512605042017
78,cluster4,78,681,2210,0.05,0.789915966386555,-4.26709048777779,39.0544396333333,-0.232827282777779,0.266028146666667,-0.213354524388889,0.328188568347339,-0.739915966386555
79,cluster4,79,681,2984,0.05,0.714285714285714,-3.72401532777779,17.9289085333333,-0.120249498333333,0.121774158888889,-0.186200766388889,0.150663096918768,-0.664285714285714
80,cluster4,80,684,11744,0.9,0.210084033613445,5.77940127888889,-39.6725067344445,0.323679007222223,-0.415588759999998,0.288970063944445,-0.333382409533147,0.689915966386555
81,cluster4,81,685,3564,0,0.672268907563025,-10.7402605188889,37.539760231111,-0.400687975,0.34300099666666,-0.537013025944445,0.315460170009337,-0.672268907563025
82,cluster4,82,685,5094,0.1,0.764705882352941,-6.67942953222223,29.6274936422222,-0.212397179444445,0.36111006888889,-0.333971476611111,0.24897053480859,-0.664705882352941
83,cluster4,83,695,10860,0.05,0.781512605042017,-6.33170709888889,24.6110636633333,-0.332264979444444,0.232524858888889,-0.316585354944445,0.206815661036415,-0.731512605042017
84,cluster4,84,697,6590,0.1,0.781512605042017,-2.73110731,13.1086608988889,-0.129104419444444,0.0952686433333334,-0.1365553655,0.110156814276377,-0.681512605042017
85,cluster4,85,711,853,0.9,0.218487394957983,6.02961455111111,-31.1498546166666,0.320483596111115,-0.22640562444445,0.301480727555555,-0.261763484173669,0.681512605042017
86,cluster4,86,711,9867,0.9,0.201680672268908,9.26220144666667,-40.2702033877777,0.41693671166667,-0.27480315333333,0.463110072333334,-0.338405070485527,0.698319327731092
87,cluster4,87,711,12237,0.85,0.168067226890756,7.58787691444445,-31.8129780966667,0.25177191611111,-0.27409310777778,0.379393845722222,-0.267335950392157,0.681932773109244
88,cluster4,88,724,9826,0.85,0.168067226890756,3.51877355222222,-33.38929402,0.176423517777777,-0.212203431111111,0.175938677611111,-0.280582302689076,0.681932773109244
89,cluster4,89,731,8494,0.95,0.243697478991597,2.75444431555558,-18.0016072233334,0.142851593333336,-0.129135381111107,0.137722215777779,-0.151274010280112,0.706302521008403
90,cluster4,90,760,12121,0.1,0.823529411764706,-6.87912653333334,50.1263629711111,-0.364581651666667,0.437802625555556,-0.343956326666667,0.421229940933707,-0.723529411764706
91,cluster4,91,764,9298,0.1,0.80672268907563,-4.40037445,40.4644478855556,-0.181224377222223,0.339592816666666,-0.2200187225,0.340037377189543,-0.70672268907563
92,cluster4,92,777,9876,0.15,0.865546218487395,-1.79190174000001,53.4542629033333,-0.212417537222225,0.52111832333333,-0.0895950870000007,0.449195486582633,-0.715546218487395
93,cluster4,93,782,10860,0.1,0.815126050420168,-6.26655937777778,23.3141767133333,-0.276256994444444,0.247087531111111,-0.313327968888889,0.195917451372549,-0.715126050420168
94,cluster4,94,783,4726,0.15,0.831932773109244,-7.69770177666669,114.849799864444,-0.557332055555559,0.907664899999996,-0.384885088833334,0.965124368608777,-0.681932773109244
95,cluster4,95,783,5152,0.15,0.815126050420168,-6.62818767222223,80.35714658,-0.28120448444444,0.70169551,-0.331409383611112,0.675270139327731,-0.665126050420168
96,cluster4,96,783,9863,0,0.672268907563025,-13.5559902955555,61.0106723355555,-0.608373348333335,0.483903207777773,-0.677799514777777,0.51269472550887,-0.672268907563025
97,cluster4,97,783,9876,0.15,0.815126050420168,-7.47319430555557,54.3148732711111,-0.492375691666665,0.44996711555556,-0.373659715277779,0.456427506479925,-0.665126050420168
98,cluster4,98,806,10307,0.1,0.798319327731092,-4.07616442555556,17.9023917644444,-0.195637610555556,0.14886034,-0.203808221277778,0.150440266928105,-0.698319327731093
99,cluster4,99,812,10860,0.05,0.798319327731092,-6.41782193555556,27.7697735311111,-0.317975603888888,0.256966116666666,-0.320891096777778,0.233359441437908,-0.748319327731092
100,cluster4,100,816,5458,0.15,0.857142857142857,-3.01969527,25.6475381433333,-0.136983996666667,0.226491352222222,-0.1509847635,0.215525530616247,-0.707142857142857
101,cluster4,101,826,2510,0.2,0.865546218487395,-5.23207308888889,19.07122848,-0.226125254444444,0.170112414444444,-0.261603654444445,0.160262424201681,-0.665546218487395
102,cluster4,102,847,9298,0.1,0.773109243697479,-5.38392544,17.3875551844444,-0.200776263333334,0.152927864444445,-0.269196272,0.146113909112979,-0.673109243697479
103,cluster4,103,859,8234,0.1,0.773109243697479,-3.41052060999999,31.2816912044444,-0.128581495000005,0.21891733666666,-0.1705260305,0.262871354659197,-0.673109243697479
104,cluster4,104,879,11830,0.1,0.764705882352941,-4.97383990222222,32.32527,-0.243982570555556,0.216515476666666,-0.248691995111111,0.271640924369748,-0.664705882352941
105,cluster4,105,884,12121,0.1,0.789915966386555,-7.29610486222223,28.7388543322222,-0.31401742277778,0.260768548888889,-0.364805243111111,0.241502977581699,-0.689915966386555
106,cluster4,106,907,9298,0.15,0.907563025210084,-4.45684550333334,40.5183543011111,-0.177804402777778,0.301224682222222,-0.222842275166667,0.340490372278245,-0.757563025210084
107,cluster4,107,932,1460,0.15,0.831932773109244,-4.67324268111111,31.6625305066667,-0.15254235,0.233184576666667,-0.233662134055556,0.266071684929972,-0.681932773109244
108,cluster4,108,932,6907,0,0.689075630252101,-6.40192896333334,20.2368348011111,-0.261143705,0.15632234,-0.320096448166667,0.170057435303455,-0.689075630252101
109,cluster4,109,933,8167,1,0.327731092436975,5.80423859111111,-19.4079173755556,0.314471627222222,-0.115176502222222,0.290211929555556,-0.163091742651727,0.672268907563025
110,cluster4,110,954,10860,0,0.680672268907563,-9.41839389555556,10.6782342744444,-0.471082373888889,0.117381843333333,-0.470919694777778,0.0897330611297852,-0.680672268907563
111,cluster4,111,962,10860,0.05,0.714285714285714,-8.46459256888889,21.4082956216667,-0.417877832301587,0.169458354126984,-0.423229628444445,0.179901643879552,-0.664285714285714
112,cluster4,112,978,9298,0.2,0.865546218487395,-4.15130544444445,25.13373945,-0.188663921666667,0.219815517777778,-0.207565272222222,0.211207894537815,-0.665546218487395
113,cluster4,113,981,7743,0.2,0.915966386554622,-3.20817872333332,75.5622066688889,-0.162224842777776,0.590527378888892,-0.160408936166666,0.634976526629318,-0.715966386554622
114,cluster4,114,982,12121,0.2,0.915966386554622,-1.5727348,65.6135296211111,-0.0700042116666665,0.524930137777778,-0.0786367400000002,0.551374198496732,-0.715966386554622
115,cluster4,115,984,10860,0.05,0.714285714285714,-7.92059906444445,22.5066708855556,-0.422718639444444,0.22497638,-0.396029953222222,0.189131688113912,-0.664285714285714
116,cluster4,116,990,10307,0.2,0.873949579831933,-3.14230589777777,31.0519964344445,-0.136719775,0.272690151111111,-0.157115294888889,0.260941146507937,-0.673949579831933
117,cluster4,117,993,4681,0.2,0.890756302521008,-6.69248773666667,47.1696645355555,-0.217205277777778,0.378536048888888,-0.334624386833334,0.396383735592904,-0.690756302521008
118,cluster4,118,995,10860,0.1,0.80672268907563,-6.43065640666667,26.7452666988889,-0.290605686111112,0.263763331111111,-0.321532820333333,0.224750140326797,-0.70672268907563
119,cluster4,119,1013,12121,0.05,0.722689075630252,-7.80542864579366,17.6918637383333,-0.421181016666669,0.212778038730158,-0.390271432289683,0.148671123851541,-0.672689075630252
120,cluster4,120,1020,10307,0.15,0.815126050420168,-3.95592245333333,23.11715517,-0.234304696666666,0.170060038888889,-0.197796122666667,0.19426180815126,-0.665126050420168
121,cluster4,121,1021,10860,0.1,0.789915966386555,-7.10162476333334,33.9298581544444,-0.279299305555556,0.323916178888889,-0.355081238166667,0.28512485844071,-0.689915966386555
122,cluster4,122,1021,11830,0,0.672268907563025,-8.17553518777778,19.2954806977778,-0.338257658333333,0.141478748888888,-0.408776759388889,0.162146896619981,-0.672268907563025
123,cluster4,123,1021,12121,0.05,0.714285714285714,-8.89145981666667,27.8967893811111,-0.41029690277778,0.289474495555555,-0.444572990833334,0.234426801521942,-0.664285714285714
124,cluster4,124,1031,11302,0.9,0.235294117647059,3.37876048333333,-26.5822178333334,0.154346942222222,-0.219440002222222,0.168938024166667,-0.223379981792717,0.664705882352941
125,cluster4,125,1043,8167,0.95,0.226890756302521,3.41073106777778,-25.0450963166667,0.193035725555555,-0.194779906666667,0.170536553388889,-0.210462994257703,0.723109243697479
126,cluster4,126,1044,2510,0.15,0.882352941176471,-5.46250880666667,22.7046585322222,-0.193084120555555,0.192641238888889,-0.273125440333333,0.190795449850607,-0.732352941176471
127,cluster4,127,1052,5874,0.15,0.831932773109244,-4.11918755666667,42.7333566277778,-0.150648613333335,0.387637741111109,-0.205959377833333,0.359103837208216,-0.681932773109244
128,cluster4,128,1056,9826,0.75,0.0672268907563025,3.02429900888889,-60.6293540155556,0.14785159,-0.367881838888889,0.151214950444445,-0.509490369878618,0.682773109243697
129,cluster4,129,1072,9867,0.85,0.184873949579832,5.33287632000001,-62.6943460966666,0.20403818111111,-0.44009297888889,0.266643816000001,-0.526843244509803,0.665126050420168
130,cluster4,130,1072,11631,0.95,0.226890756302521,6.0121147277778,-44.3708506477778,0.26276015055556,-0.33396608333333,0.30060573638889,-0.372864291157796,0.723109243697479
131,cluster4,131,1082,10307,0.1,0.815126050420168,-5.06355423555556,32.4133377333333,-0.251616515555556,0.270916841111111,-0.253177711777778,0.272380989355742,-0.715126050420168
132,cluster4,132,1082,10860,0.15,0.857142857142857,-5.92040214444445,44.3537470866667,-0.219198272222223,0.393418915555555,-0.296020107222222,0.372720563753501,-0.707142857142857
133,cluster4,133,1089,2583,0.05,0.747899159663866,-4.32679376888889,18.8543202677778,-0.169317257222223,0.124660378888888,-0.216339688444445,0.15843966611578,-0.697899159663866
134,cluster4,134,1089,5611,0,0.714285714285714,-4.91612607888889,20.4204205711111,-0.238241879444445,0.117883057777778,-0.245806303944444,0.17160017286648,-0.714285714285714
135,cluster4,135,1089,10307,0,0.697478991596639,-8.29753446333333,22.4126952022222,-0.440614014444444,0.166501191111111,-0.414876723166667,0.188341976489262,-0.697478991596639
136,cluster4,136,1089,10860,0.1,0.80672268907563,-9.15438237222222,34.3531045555556,-0.419477954444445,0.281249361111112,-0.457719118611111,0.288681550887021,-0.70672268907563
137,cluster4,137,1089,11794,0.05,0.756302521008403,-6.07793574000001,30.3429191066667,-0.239595334444444,0.236235117777778,-0.303896787,0.2549825135014,-0.706302521008403
138,cluster4,138,1089,12121,0.05,0.747899159663866,-10.9442174255556,28.3200357822222,-0.552868906666667,0.228825746666667,-0.547210871277778,0.237983493968254,-0.697899159663866
139,cluster4,139,1095,6907,0,0.663865546218487,-7.55996386444445,10.3304262666667,-0.347493213333333,0.092552275555555,-0.377998193222223,0.0868103047619048,-0.663865546218487
140,cluster4,140,1096,5458,0.1,0.764705882352941,-4.15944665333333,16.8550115311111,-0.201417175,0.190168153333333,-0.207972332666667,0.141638752362278,-0.664705882352941
141,cluster4,141,1104,2510,0.2,0.873949579831933,-4.79258518888889,21.0512662522222,-0.172507947222222,0.173472152222222,-0.239629259444445,0.176901397077498,-0.673949579831933
142,cluster4,142,1110,4681,0,0.672268907563025,-10.5517476966667,10.8856033422222,-0.514337392777778,0.04405335,-0.527587384833334,0.0914756583380019,-0.672268907563025
143,cluster4,143,1119,2300,0,0.689075630252101,-6.86772877000001,22.6315185722221,-0.261127275555555,0.13664956111111,-0.3433864385,0.190180828338001,-0.689075630252101
144,cluster4,144,1144,3258,0.2,0.865546218487395,-4.25265428999999,63.3223137666666,-0.286666525555556,0.465274125555555,-0.212632714499999,0.532120283753501,-0.665546218487395
145,cluster4,145,1158,5458,0.1,0.798319327731092,-4.36881380333333,19.2785466255556,-0.216433408888888,0.188650028888889,-0.218440690166667,0.162004593492063,-0.698319327731093
146,cluster4,146,1172,10860,0,0.663865546218487,-9.82065485,8.24852213,-0.448284726111111,0.117336055555555,-0.4910327425,0.0693153120168067,-0.663865546218487
147,cluster4,147,1178,2510,0,0.756302521008403,-8.22347423222222,32.38985522,-0.306367965555556,0.230308874444445,-0.411173711611111,0.272183657310924,-0.756302521008403
148,cluster4,148,1178,4514,0.25,0.915966386554622,-1.05981392666667,43.1190504333333,-0.040181419444444,0.3290859,-0.0529906963333333,0.36234496162465,-0.665966386554622
149,cluster4,149,1178,10464,0.15,0.857142857142857,-2.08712043444444,45.0096261633333,-0.107642660555556,0.311255353333333,-0.104356021722222,0.378232152633053,-0.707142857142857
150,cluster4,150,1216,2510,0.2,0.899159663865546,-4.29934900555556,25.68539923,-0.102928249444445,0.230056914444445,-0.214967450277778,0.215843691008403,-0.699159663865546
151,cluster4,151,1230,5458,0.05,0.747899159663866,-4.85398630333333,20.9079560266667,-0.232263964444445,0.17172744,-0.242699315166667,0.175697109467787,-0.697899159663866
152,cluster4,152,1265,8167,0.95,0.285714285714286,5.27963722111111,-25.76589906,0.275109432777777,-0.147047686666667,0.263981861055555,-0.216520160168067,0.664285714285714
153,cluster4,153,1271,4681,0.3,0.974789915966387,-4.28173212333334,46.3097183755556,-0.214326876111111,0.324367096666666,-0.214086606166667,0.389157297273576,-0.674789915966387
154,cluster4,154,1290,4681,0.1,0.798319327731092,-9.47220614111112,15.7938814977778,-0.420799475,0.14791106,-0.473610307055556,0.132721693258637,-0.698319327731093
155,cluster4,155,1290,6189,0.2,0.915966386554622,-4.51762133222223,18.8820995511111,-0.138634748888889,0.152294245555555,-0.225881066611111,0.158673105471522,-0.715966386554622
156,cluster4,156,1291,5874,0.05,0.756302521008403,-8.69199905777778,39.4519498222222,-0.435039121666667,0.34747678555556,-0.434599952888889,0.331528990102708,-0.706302521008403
157,cluster4,157,1291,12121,0.15,0.915966386554622,-2.87420292333334,78.6323145177778,-0.112311065555555,0.651256044444445,-0.143710146166667,0.660775752250233,-0.765966386554622
158,cluster4,158,1304,2510,0.15,0.815126050420168,-5.77534811,14.6933813366667,-0.214336282777778,0.148080541111111,-0.2887674055,0.123473792745098,-0.665126050420168
159,cluster4,159,1304,5458,0.1,0.80672268907563,-3.28046708777778,22.1044554111111,-0.205766172777778,0.232850923333333,-0.164023354388889,0.185751726143791,-0.70672268907563
160,cluster4,160,1350,10860,0.1,0.798319327731092,-7.83316681444445,29.6089761,-0.430646241111111,0.259468576666667,-0.391658340722222,0.248814925210084,-0.698319327731093
161,cluster4,161,1352,11744,0.95,0.252100840336134,7.71836267666666,-32.5404813022222,0.296580748888887,-0.277756644444445,0.385918133833333,-0.27344942270775,0.697899159663866
162,cluster4,162,1367,2510,0.1,0.773109243697479,-6.21931952333334,12.91096178,-0.222403980555555,0.136375503333333,-0.310965976166667,0.108495477142857,-0.673109243697479
