,cluster,pair,gene_i,gene_j,prop_this_cluster,prop_not_cluster,dist_ij_cluster,dist_ij_not_cluster,prop_diff
1,cluster5,1,4,3143,0.194444444444444,0.907608695652174,-9.44986863666664,72.5464904477778,-0.71316425120773
2,cluster5,2,4,6494,0.194444444444444,0.869565217391304,-18.2032279466666,85.50406335,-0.67512077294686
3,cluster5,3,4,6566,0.222222222222222,0.891304347826087,-13.2279369066666,79.6731395855555,-0.669082125603865
4,cluster5,4,5,1551,0.0833333333333333,0.766304347826087,-25.1870872322222,40.0483877077778,-0.682971014492754
5,cluster5,5,6,3150,0.138888888888889,0.826086956521739,-14.4634102411111,14.2387567311111,-0.68719806763285
6,cluster5,6,6,5856,0.194444444444444,0.858695652173913,-9.60979766,16.66736722,-0.664251207729469
7,cluster5,7,9,1551,0.0555555555555556,0.760869565217391,-26.4628820433333,35.5882330944445,-0.705314009661836
8,cluster5,8,9,11592,0.138888888888889,0.826086956521739,-23.5769449977778,54.6355978711111,-0.68719806763285
9,cluster5,9,11,6494,0.277777777777778,0.956521739130435,-10.7831625333333,131.21240788,-0.678743961352657
10,cluster5,10,13,2907,0.166666666666667,0.853260869565217,-7.98449152222223,40.2615909222222,-0.686594202898551
11,cluster5,11,13,4103,0.222222222222222,0.934782608695652,-7.66715372111111,44.02813389,-0.71256038647343
12,cluster5,12,13,12571,0.222222222222222,0.923913043478261,-3.63799724888889,39.1902548522222,-0.701690821256039
13,cluster5,13,14,6494,0.138888888888889,0.809782608695652,-21.1293640255555,60.8277367133334,-0.670893719806763
14,cluster5,14,15,3150,0.111111111111111,0.804347826086957,-16.0881272933333,13.9407409077778,-0.693236714975845
15,cluster5,15,15,5856,0.166666666666667,0.831521739130435,-11.2345147122222,16.3693513966667,-0.664855072463768
16,cluster5,16,17,5856,0.194444444444444,0.902173913043478,-9.05818028888889,20.3040091122222,-0.707729468599034
17,cluster5,17,18,1551,0.0555555555555556,0.798913043478261,-24.9577505137301,43.4238421352381,-0.743357487922705
18,cluster5,18,18,11592,0.222222222222222,0.885869565217391,-22.0718134681746,62.4712069119048,-0.663647342995169
19,cluster5,19,19,5856,0.277777777777778,0.945652173913043,-6.65851950111111,32.8732776844444,-0.667874396135266
20,cluster5,20,19,8624,0.166666666666667,0.831521739130435,-9.61390528333333,12.9884630044444,-0.664855072463768
21,cluster5,21,21,3150,0.222222222222222,0.918478260869565,-12.0000955666667,33.2118003588889,-0.696256038647343
22,cluster5,22,23,3150,0.138888888888889,0.820652173913043,-14.8889719033333,14.1697692155556,-0.681763285024155
23,cluster5,23,26,10009,0.166666666666667,0.891304347826087,-15.1121975744444,47.9831638155556,-0.72463768115942
24,cluster5,24,26,11592,0.25,0.929347826086957,-18.2675479722222,95.7990777822222,-0.679347826086957
25,cluster5,25,30,2743,0.166666666666667,0.831521739130435,-4.10737910777778,12.87167515,-0.664855072463768
26,cluster5,26,32,8624,0.25,0.929347826086957,-6.31932592555556,22.7443660322222,-0.679347826086957
27,cluster5,27,34,3150,0.166666666666667,0.842391304347826,-14.26162448,18.5035342633333,-0.675724637681159
28,cluster5,28,34,4230,0.194444444444444,0.91304347826087,-4.94118751222223,16.5350614122222,-0.718599033816425
29,cluster5,29,34,5856,0.194444444444444,0.869565217391304,-9.40801189888889,20.9321447522222,-0.67512077294686
30,cluster5,30,36,8624,0.166666666666667,0.847826086956522,-7.28858846222222,20.57019505,-0.681159420289855
31,cluster5,31,39,4103,0.222222222222222,0.891304347826087,-8.90575727111111,28.9006127177778,-0.669082125603865
32,cluster5,32,39,5082,0.222222222222222,0.896739130434783,-7.88755501888889,23.7776857111111,-0.67451690821256
33,cluster5,33,39,8624,0.25,0.951086956521739,-6.08001591333333,29.2434395033333,-0.701086956521739
34,cluster5,34,39,9433,0.111111111111111,0.777173913043478,-15.6573788833333,12.4350062955556,-0.666062801932367
35,cluster5,35,40,3146,0.222222222222222,0.907608695652174,-14.0530276822222,64.1743202555556,-0.685386473429952
36,cluster5,36,40,8094,0.194444444444444,0.864130434782609,-13.8612464955556,45.2829764377778,-0.669685990338164
37,cluster5,37,40,12556,0.222222222222222,0.902173913043478,-13.0936167011111,47.5056503655556,-0.679951690821256
38,cluster5,38,41,6326,0.222222222222222,0.885869565217391,-8.1381553655556,48.0930637666667,-0.663647342995169
39,cluster5,39,41,7305,0.25,0.929347826086957,-11.5217537955556,66.3720403522222,-0.679347826086957
40,cluster5,40,41,9888,0.194444444444444,0.869565217391304,-27.3861983655555,135.61263383,-0.67512077294686
41,cluster5,41,43,3146,0.138888888888889,0.83695652173913,-22.3581948233333,37.5580763688889,-0.698067632850242
42,cluster5,42,43,4387,0.138888888888889,0.815217391304348,-11.8634838144444,29.5609859244445,-0.676328502415459
43,cluster5,43,43,9248,0.222222222222222,0.907608695652174,-9.74557552777777,38.64666509,-0.685386473429952
44,cluster5,44,44,5856,0.25,0.951086956521739,-7.17798118777778,29.4379926377778,-0.701086956521739
45,cluster5,45,45,3150,0.111111111111111,0.782608695652174,-16.4815145455556,10.4835438788889,-0.671497584541063
46,cluster5,46,46,1551,0.194444444444444,0.864130434782609,-20.5253115511111,95.9504610644444,-0.669685990338164
47,cluster5,47,46,4896,0.0833333333333333,0.78804347826087,-22.8440036877778,70.9649913088889,-0.704710144927536
48,cluster5,48,46,5721,0.111111111111111,0.777173913043478,-24.7737563655556,57.4850491833333,-0.666062801932367
49,cluster5,49,46,7945,0.166666666666667,0.875,-19.38587633,100.72912759,-0.708333333333333
50,cluster5,50,46,10009,0.166666666666667,0.864130434782609,-14.4840241077778,67.1819118744444,-0.697463768115942
51,cluster5,51,46,11933,0.138888888888889,0.809782608695652,-15.6299006644445,65.5005306922222,-0.670893719806763
52,cluster5,52,48,1551,0.0833333333333333,0.804347826086957,-27.4047947955555,44.6548680477778,-0.721014492753623
53,cluster5,53,48,3146,0.222222222222222,0.929347826086957,-12.9115483011111,87.7764481533333,-0.707125603864734
54,cluster5,54,48,3477,0.277777777777778,0.967391304347826,-8.65922114222222,86.5570493144444,-0.689613526570048
55,cluster5,55,48,7945,0.138888888888889,0.820652173913043,-26.2653595744444,49.4335345733333,-0.681763285024155
56,cluster5,56,48,8094,0.222222222222222,0.923913043478261,-12.7197671144444,68.8851043355555,-0.701690821256039
57,cluster5,57,48,8427,0.25,0.940217391304348,-7.24854873111111,76.2277303933333,-0.690217391304348
58,cluster5,58,48,9432,0.277777777777778,0.940217391304348,-12.0007551088889,71.6609443522222,-0.66243961352657
59,cluster5,59,48,11592,0.166666666666667,0.847826086956522,-24.51885775,63.7022328244444,-0.681159420289855
60,cluster5,60,48,12556,0.222222222222222,0.918478260869565,-11.95213732,71.1077782633333,-0.696256038647343
61,cluster5,61,49,5856,0.166666666666667,0.831521739130435,-10.0153703288889,15.4553698555556,-0.664855072463768
62,cluster5,62,50,3150,0.0833333333333333,0.766304347826087,-15.3226856866667,12.1278392211111,-0.682971014492754
63,cluster5,63,50,9878,0.194444444444444,0.880434782608696,-4.43067821222222,14.49368065,-0.685990338164251
64,cluster5,64,51,4387,0.111111111111111,0.771739130434783,-11.16537134,25.5975640111111,-0.660628019323672
65,cluster5,65,52,225,0.111111111111111,0.815217391304348,-12.3938463344444,26.4657785777778,-0.704106280193237
66,cluster5,66,52,2377,0.222222222222222,0.956521739130435,-5.73704326666667,51.35715479,-0.734299516908213
